model,sourceFile,sourceRowRef,field,message
Subject,src/lib/content/master-syllabus-data.ts,id=1071,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 3 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1071,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 5 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1071,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 7 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1072,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 3 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1072,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 5 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1072,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 7 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1073,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 3 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1073,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 5 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1073,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 7 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1074,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 3 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1074,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 5 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1074,semester,"Multi-semester source row ""III/V/VII"" expanded into Semester 7 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1076,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1076,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1076,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1077,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1077,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1077,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1078,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1078,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1078,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1079,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1079,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1079,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1080,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1080,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1080,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1081,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1081,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1081,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1082,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1082,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1082,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1083,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1083,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1083,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1084,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1084,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1084,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1085,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1085,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1085,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1086,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1086,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1086,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1087,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1087,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1087,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1088,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1088,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1088,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1089,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1089,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1089,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1090,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 4 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1090,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 6 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1090,semester,"Multi-semester source row ""IV/VI/VIII"" expanded into Semester 8 (and 2 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1092,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1092,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1093,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1093,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1094,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1094,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1095,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1095,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1096,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1096,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1097,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1097,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1098,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1098,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1099,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1099,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1100,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1100,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1101,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1101,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1103,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1103,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1104,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1104,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1105,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1105,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1106,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1106,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1107,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1107,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1108,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1108,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1109,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1109,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1110,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1110,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1111,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1111,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1112,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1112,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1113,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1113,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1114,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1114,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1115,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1115,semester,"Multi-semester source row ""VI/VIII"" expanded into Semester 8 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1126,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1126,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1127,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1127,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1159,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1159,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1160,semester,"Multi-semester source row ""V/VII"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1160,semester,"Multi-semester source row ""V/VII"" expanded into Semester 7 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1248,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1248,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1249,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1249,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1250,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1250,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1251,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1251,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1252,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1252,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1253,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1253,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1256,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1256,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1257,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1257,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1258,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1258,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1259,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1259,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1260,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1260,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1297,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1297,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1298,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1298,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1299,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1299,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1300,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1300,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1301,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1301,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1302,semester,"Multi-semester source row ""III/V"" expanded into Semester 3 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1302,semester,"Multi-semester source row ""III/V"" expanded into Semester 5 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1304,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1304,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1305,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1305,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1306,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1306,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1307,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1307,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1308,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 4 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1308,semester,"Multi-semester source row ""IV/VI"" expanded into Semester 6 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1340,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1340,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1341,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1341,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1342,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1342,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1343,semester,"Multi-semester source row ""I/II"" expanded into Semester 1 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1343,semester,"Multi-semester source row ""I/II"" expanded into Semester 2 (and 1 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1348,semester,"Multi-semester source row ""III/IV/V/VI"" expanded into Semester 3 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1348,semester,"Multi-semester source row ""III/IV/V/VI"" expanded into Semester 4 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1348,semester,"Multi-semester source row ""III/IV/V/VI"" expanded into Semester 5 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1348,semester,"Multi-semester source row ""III/IV/V/VI"" expanded into Semester 6 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1349,semester,"Multi-semester source row ""III/IV/V/VI"" expanded into Semester 3 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1349,semester,"Multi-semester source row ""III/IV/V/VI"" expanded into Semester 4 (and 3 other term(s)) — same subject created once per semester"
Subject,src/lib/content/master-syllabus-data.ts,id=1349,semester,"Multi-semester source row ""III/IV/V/VI"" expanded into Semester 5 (and 3 other term(s)) — same subject created once per semester"
